Ticker,Name,Size,Sector,Industry
JBT,John Bean Technologies Corp,Small,Industrials,Machinery
JOY,Joy Global Inc,Small,Industrials,Machinery
KMT,Kennametal Inc,Small,Industrials,Machinery
LECO,Lincoln Electric Holdings Inc,Mid,Industrials,Machinery
MFS,Manitowoc Foodservice Inc,Small,Industrials,Machinery
MIDD,Middleby Corp,Mid,Industrials,Machinery
MCRN,Milacron Holdings Corp,Small,Industrials,Machinery
MLI,Mueller Industries Inc,Small,Industrials,Machinery
MWA,Mueller Water Products Inc,Small,Industrials,Machinery
NDSN,Nordson Corp,Mid,Industrials,Machinery
OSK,Oshkosh Corp,Small,Industrials,Machinery
PCAR,PACCAR Inc,Large,Industrials,Machinery
PH,Parker-Hannifin Corp,Mid,Industrials,Machinery
PNR,Pentair plc,Mid,Industrials,Machinery
PRLB,Proto Labs Inc,Small,Industrials,Machinery
ROLL,RBC Bearings Inc,Small,Industrials,Machinery
RXN,Rexnord Corp,Small,Industrials,Machinery
SNA,Snap-On Inc,Mid,Industrials,Machinery
SWK,Stanley Black & Decker Inc,Mid,Industrials,Machinery
TEX,Terex Corp,Small,Industrials,Machinery
TKR,Timken Co,Small,Industrials,Machinery
TTC,Toro Co,Mid,Industrials,Machinery
TRN,Trinity Industries Inc,Small,Industrials,Machinery
WBC,WABCO Holdings Inc,Mid,Industrials,Machinery
WTS,Watts Water Technologies Inc,Small,Industrials,Machinery
WAB,Westinghouse Air Brake Technologies Corp,Mid,Industrials,Machinery
WWD,Woodward Inc,Small,Industrials,Machinery
XYL,Xylem Inc,Mid,Industrials,Machinery
KEX,Kirby Corp,Small,Industrials,Marine
MATX,Matson Inc,Small,Industrials,Marine
SSW,Seaspan Corp,Small,Industrials,Marine
ABCO,Advisory Board Co,Small,Industrials,Professional Services
CEB,CEB Inc,Small,Industrials,Professional Services
DNB,Dun & Bradstreet Corp,Mid,Industrials,Professional Services
EFX,Equifax Inc,Mid,Industrials,Professional Services
EXPO,Exponent Inc,Small,Industrials,Professional Services
FCN,FTI Consulting Inc,Small,Industrials,Professional Services
HURN,Huron Consulting Group Inc,Small,Industrials,Professional Services
IHS,IHS Inc,Mid,Industrials,Professional Services
NSP,Insperity Inc,Small,Industrials,Professional Services
KFY,Korn/Ferry International,Small,Industrials,Professional Services
MAN,ManpowerGroup Inc,Mid,Industrials,Professional Services
NLSN,Nielsen Holdings PLC,Large,Industrials,Professional Services
ASGN,On Assignment Inc,Small,Industrials,Professional Services
RHI,Robert Half International Inc,Mid,Industrials,Professional Services
STN,Stantec Inc,Small,Industrials,Professional Services
TRU,TransUnion,Mid,Industrials,Professional Services
TNET,TriNet Group Inc,Small,Industrials,Professional Services
TBI,TrueBlue Inc,Small,Industrials,Professional Services
VRSK,Verisk Analytics Inc,Mid,Industrials,Professional Services
WAGE,WageWorks Inc,Small,Industrials,Professional Services
UHAL,Amerco,Mid,Industrials,Road & Rail
CAR,Avis Budget Group Inc,Small,Industrials,Road & Rail
CNI,Canadian National Railway Co,Large,Industrials,Road & Rail
CP,Canadian Pacific Railway Ltd,Large,Industrials,Road & Rail
CSX,CSX Corp,Large,Industrials,Road & Rail
GWR,Genesee & Wyoming Inc,Mid,Industrials,Road & Rail
HTLD,Heartland Express Inc,Small,Industrials,Road & Rail
HTZ,Hertz Global Holdings Inc,Mid,Industrials,Road & Rail
JBHT,J B Hunt Transport Services Inc,Mid,Industrials,Road & Rail
KSU,Kansas City Southern,Mid,Industrials,Road & Rail
KNX,Knight Transportation Inc,Small,Industrials,Road & Rail
LSTR,Landstar System Inc,Small,Industrials,Road & Rail
NSC,Norfolk Southern Corp,Large,Industrials,Road & Rail
ODFL,Old Dominion Freight Line Inc,Mid,Industrials,Road & Rail
R,Ryder System Inc,Small,Industrials,Road & Rail
SWFT,Swift Transportation Co,Small,Industrials,Road & Rail
UNP,Union Pacific Corp,Large,Industrials,Road & Rail
WERN,Werner Enterprises Inc,Small,Industrials,Road & Rail
AER,AerCap Holdings NV,Mid,Industrials,Trading Companies
AL,Air Lease Corp,Small,Industrials,Trading Companies
AYR,Aircastle Ltd,Small,Industrials,Trading Companies
AIT,Applied Industrial Technologies Inc,Small,Industrials,Trading Companies
BECN,Beacon Roofing Supply Inc,Small,Industrials,Trading Companies
STCK,BMC Stock Holdings Inc,Small,Industrials,Trading Companies
FAST,Fastenal Co,Mid,Industrials,Trading Companies
GMT,GATX Corp,Small,Industrials,Trading Companies
HDS,HD Supply Holdings Inc,Mid,Industrials,Trading Companies
KAMN,Kaman Corp,Small,Industrials,Trading Companies
MRC,MRC Global Inc,Small,Industrials,Trading Companies
MSM,MSC Industrial Direct Co Inc,Mid,Industrials,Trading Companies
DNOW,NOW Inc,Small,Industrials,Trading Companies
URI,United Rentals Inc,Mid,Industrials,Trading Companies
UNVR,Univar Inc,Small,Industrials,Trading Companies
GWW,W W Grainger Inc,Mid,Industrials,Trading Companies
WSO,Watsco Inc,Mid,Industrials,Trading Companies
WCC,Wesco International Inc,Small,Industrials,Trading Companies
MIC,Macquarie Infrastructure Corp,Mid,Industrials,Transportation Infrastructure
WAIR,Wesco Aircraft Holdings Inc,Small,Industrials,Transportation Infrastructure
AGU,Agrium Inc,Mid,Materials,Chemicals
APD,Air Products and Chemicals Inc,Large,Materials,Chemicals
ARG,Airgas Inc,Mid,Materials,Chemicals
ALB,Albemarle Corp,Mid,Materials,Chemicals
ASH,Ashland Inc,Mid,Materials,Chemicals
AXTA,Axalta Coating Systems Ltd,Mid,Materials,Chemicals
AXLL,Axiall Corp,Small,Materials,Chemicals
BCPC,Balchem Corp,Small,Materials,Chemicals
CBT,Cabot Corp,Small,Materials,Chemicals
CE,Celanese Corp,Mid,Materials,Chemicals
CF,CF Industries Holdings Inc,Mid,Materials,Chemicals
CC,Chemours Co,Small,Materials,Chemicals
CHMT,Chemtura Corp,Small,Materials,Chemicals
DOW,Dow Chemical Co,Large,Materials,Chemicals
DD,E I du Pont de Nemours and Co,Large,Materials,Chemicals
EMN,Eastman Chemical Co,Mid,Materials,Chemicals
ECL,Ecolab Inc,Large,Materials,Chemicals
FMC,FMC Corp,Mid,Materials,Chemicals
GCP,GCP Applied Technologies Inc,Small,Materials,Chemicals
FUL,HB Fuller Co,Small,Materials,Chemicals
HUN,Huntsman Corp,Small,Materials,Chemicals
IOSP,Innospec Inc,Small,Materials,Chemicals
IFF,International Flavors & Fragrances Inc,Mid,Materials,Chemicals
LYB,LyondellBasell Industries NV,Large,Materials,Chemicals
MEOH,Methanex Corp,Small,Materials,Chemicals
MTX,Minerals Technologies Inc,Small,Materials,Chemicals
MON,Monsanto Co,Large,Materials,Chemicals
MOS,Mosaic Co,Mid,Materials,Chemicals
NEU,NewMarket Corp,Mid,Materials,Chemicals
OLN,Olin Corp,Small,Materials,Chemicals
PAH,Platform Specialty Products Corp,Small,Materials,Chemicals
POL,PolyOne Corp,Small,Materials,Chemicals
POT,Potash Corporation of Saskatchewan Inc,Mid,Materials,Chemicals
PPG,PPG Industries Inc,Large,Materials,Chemicals
PX,Praxair Inc,Large,Materials,Chemicals
KWR,Quaker Chemical Corp,Small,Materials,Chemicals
RPM,RPM International Inc,Mid,Materials,Chemicals
SMG,Scotts Miracle-Gro Co,Mid,Materials,Chemicals
SXT,Sensient Technologies Corp,Small,Materials,Chemicals
SHW,Sherwin-Williams Co,Large,Materials,Chemicals
SCL,Stepan Co,Small,Materials,Chemicals
TNH,Terra Nitrogen Company LP,Small,Materials,Chemicals
TSE,Trinseo SA,Small,Materials,Chemicals
VAL,Valspar Corp,Mid,Materials,Chemicals
GRA,W. R. Grace & Co,Mid,Materials,Chemicals
WLK,Westlake Chemical Corp,Mid,Materials,Chemicals
EXP,Eagle Materials Inc,Small,Materials,Construction Materials
HW,Headwaters Inc,Small,Materials,Construction Materials
MLM,Martin Marietta Materials Inc,Mid,Materials,Construction Materials
SUM,Summit Materials Inc,Small,Materials,Construction Materials
VMC,Vulcan Materials Co,Mid,Materials,Construction Materials
ATR,Aptargroup Inc,Mid,Materials,Packaging
AVY,Avery Dennison Corp,Mid,Materials,Packaging
BLL,Ball Corp,Mid,Materials,Packaging
BMS,Bemis Company Inc,Mid,Materials,Packaging
BERY,Berry Plastics Group Inc,Mid,Materials,Packaging
CCK,Crown Holdings Inc,Mid,Materials,Packaging
GPK,Graphic Packaging Holding Co,Mid,Materials,Packaging
IP,International Paper Co,Mid,Materials,Packaging
MPSX,Multi Packaging Solutions International Ltd,Small,Materials,Packaging
OI,Owens-Illinois Inc,Small,Materials,Packaging
PKG,Packaging Corp of America,Mid,Materials,Packaging
SEE,Sealed Air Corp,Mid,Materials,Packaging
SLGN,Silgan Holdings Inc,Small,Materials,Packaging
SON,Sonoco Products Co,Mid,Materials,Packaging
WRK,WestRock Co,Mid,Materials,Packaging
AEM,Agnico Eagle Mines Ltd,Mid,Materials,Metals & Mining
AA,Alcoa Inc,Mid,Materials,Metals & Mining
ATI,Allegheny Technologies Inc,Small,Materials,Metals & Mining
MT,ArcelorMittal SA,Mid,Materials,Metals & Mining
ABX,Barrick Gold Corp,Mid,Materials,Metals & Mining
CRS,Carpenter Technology Corp,Small,Materials,Metals & Mining
CMC,Commercial Metals Co,Small,Materials,Metals & Mining
CMP,Compass Minerals International Inc,Small,Materials,Metals & Mining
EGO,Eldorado Gold Corp,Small,Materials,Metals & Mining
GSM,Ferroglobe PLC,Small,Materials,Metals & Mining
FCX,Freeport-McMoRan Inc,Mid,Materials,Metals & Mining
GG,Goldcorp Inc,Mid,Materials,Metals & Mining
HL,Hecla Mining Co,Small,Materials,Metals & Mining
KALU,Kaiser Aluminum Corp,Small,Materials,Metals & Mining
KGC,Kinross Gold Corp,Mid,Materials,Metals & Mining
NGD,New Gold Inc,Small,Materials,Metals & Mining
NEM,Newmont Mining Corp,Mid,Materials,Metals & Mining
NG,NovaGold Resources Inc,Small,Materials,Metals & Mining
NUE,Nucor Corp,Mid,Materials,Metals & Mining
PAAS,Pan American Silver Corp,Small,Materials,Metals & Mining
RS,Reliance Steel & Aluminum Co,Mid,Materials,Metals & Mining
RGLD,Royal Gold Inc,Small,Materials,Metals & Mining
SLW,Silver Wheaton Corp,Mid,Materials,Metals & Mining
SCCO,Southern Copper Corp,Large,Materials,Metals & Mining
STLD,Steel Dynamics Inc,Mid,Materials,Metals & Mining
SWC,Stillwater Mining Co,Small,Materials,Metals & Mining
TCK,Teck Resources Ltd,Mid,Materials,Metals & Mining
TRQ,Turquoise Hill Resources Ltd,Mid,Materials,Metals & Mining
X,United States Steel Corp,Small,Materials,Metals & Mining
WOR,Worthington Industries Inc,Small,Materials,Metals & Mining
AUY,Yamana Gold Inc,Small,Materials,Metals & Mining
UFS,Domtar Corp,Small,Materials,Paper Products
KS,KapStone Paper and Packaging Corp,Small,Materials,Paper Products
LPX,Louisiana-Pacific Corp,Small,Materials,Paper Products
NP,Neenah Paper Inc,Small,Materials,Paper Products
ANET,Arista Networks Inc,Mid,Information Technology,Communications Equipment
ARRS,Arris International PLC,Mid,Information Technology,Communications Equipment
BRCD,Brocade Communications Systems Inc,Mid,Information Technology,Communications Equipment
CIEN,Ciena Corp,Small,Information Technology,Communications Equipment
CSCO,Cisco Systems Inc,Large,Information Technology,Communications Equipment
COMM,CommScope Holding Company Inc,Mid,Information Technology,Communications Equipment
SATS,EchoStar Corp,Mid,Information Technology,Communications Equipment
FFIV,F5 Networks Inc,Mid,Information Technology,Communications Equipment
FNSR,Finisar Corp,Small,Information Technology,Communications Equipment
HRS,Harris Corp,Mid,Information Technology,Communications Equipment
INFN,Infinera Corp,Small,Information Technology,Communications Equipment
IDCC,InterDigital Inc,Small,Information Technology,Communications Equipment
JNPR,Juniper Networks Inc,Mid,Information Technology,Communications Equipment
LITE,Lumentum Holdings Inc,Small,Information Technology,Communications Equipment
MSI,Motorola Solutions Inc,Mid,Information Technology,Communications Equipment
NTGR,NETGEAR Inc,Small,Information Technology,Communications Equipment
NTCT,NetScout Systems Inc,Small,Information Technology,Communications Equipment
PANW,Palo Alto Networks Inc,Mid,Information Technology,Communications Equipment
PLT,Plantronics Inc,Small,Information Technology,Communications Equipment
PLCM,Polycom Inc,Small,Information Technology,Communications Equipment
UBNT,Ubiquiti Networks Inc,Small,Information Technology,Communications Equipment
VSAT,ViaSat Inc,Mid,Information Technology,Communications Equipment
VIAV,Viavi Solutions Inc,Small,Information Technology,Communications Equipment
APH,Amphenol Corp,Mid,Information Technology,Electronics
AXE,Anixter International Inc,Small,Information Technology,Electronics
ARW,Arrow Electronics Inc,Mid,Information Technology,Electronics
AVT,Avnet Inc,Mid,Information Technology,Electronics
AVX,AVX Corp,Small,Information Technology,Electronics
BDC,Belden Inc,Small,Information Technology,Electronics
BHE,Benchmark Electronics Inc,Small,Information Technology,Electronics
CDW,CDW Corp,Mid,Information Technology,Electronics
CLS,Celestica Inc,Small,Information Technology,Electronics
CGNX,Cognex Corp,Small,Information Technology,Electronics
COHR,Coherent Inc,Small,Information Technology,Electronics
GLW,Corning Inc,Large,Information Technology,Electronics
DLB,Dolby Laboratories Inc,Mid,Information Technology,Electronics
FN,Fabrinet,Small,Information Technology,Electronics
FEIC,FEI Co,Mid,Information Technology,Electronics
FIT,Fitbit Inc,Small,Information Technology,Electronics
FLEX,Flextronics International Ltd,Mid,Information Technology,Electronics
FLIR,FLIR Systems Inc,Mid,Information Technology,Electronics
HOLI,Hollysys Automation Technologies Ltd,Small,Information Technology,Electronics
IIVI,II-VI Inc,Small,Information Technology,Electronics
IM,Ingram Micro Inc,Mid,Information Technology,Electronics
NSIT,Insight Enterprises Inc,Small,Information Technology,Electronics
IPGP,IPG Photonics Corp,Mid,Information Technology,Electronics
ITRI,Itron Inc,Small,Information Technology,Electronics
JBL,Jabil Circuit Inc,Mid,Information Technology,Electronics
KEYS,Keysight Technologies Inc,Mid,Information Technology,Electronics
KN,Knowles Corp,Small,Information Technology,Electronics
LFUS,Littelfuse Inc,Small,Information Technology,Electronics
MEI,Methode Electronics Inc,Small,Information Technology,Electronics
NATI,National Instruments Corp,Mid,Information Technology,Electronics
OSIS,OSI Systems Inc,Small,Information Technology,Electronics
PLXS,Plexus Corp,Small,Information Technology,Electronics
QLGC,QLogic Corp,Small,Information Technology,Electronics
ROG,Rogers Corp,Small,Information Technology,Electronics
SANM,Sanmina Corp,Small,Information Technology,Electronics
SCSC,ScanSource Inc,Small,Information Technology,Electronics
SNX,SYNNEX Corp,Mid,Information Technology,Electronics
TEL,TE Connectivity Ltd,Large,Information Technology,Electronics
TECD,Tech Data Corp,Small,Information Technology,Electronics
TRMB,Trimble Navigation Ltd,Mid,Information Technology,Electronics
OLED,Universal Display Corp,Small,Information Technology,Electronics
PAY,VeriFone Systems Inc,Small,Information Technology,Electronics
VSH,Vishay Intertechnology Inc,Small,Information Technology,Electronics
ZBRA,Zebra Technologies Corp,Small,Information Technology,Electronics
AKAM,Akamai Technologies Inc,Mid,Information Technology,Internet Services
ALRM,Alarm.com Holdings Inc,Small,Information Technology,Internet Services
GOOGL,Alphabet Inc,Large,Information Technology,Internet Services
BOX,Box Inc,Small,Information Technology,Internet Services
CMPR,Cimpress NV,Small,Information Technology,Internet Services
SCOR,Comscore Inc,Small,Information Technology,Internet Services
CSOD,Cornerstone OnDemand Inc,Small,Information Technology,Internet Services
CSGP,CoStar Group Inc,Mid,Information Technology,Internet Services
DWRE,Demandware Inc,Small,Information Technology,Internet Services
EBAY,eBay Inc,Large,Information Technology,Internet Services
EIGI,Endurance International Group Holdings Inc,Small,Information Technology,Internet Services
ENV,Envestnet Inc,Small,Information Technology,Internet Services
FB,Facebook Inc,Large,Information Technology,Internet Services
GDDY,GoDaddy Inc,Mid,Information Technology,Internet Services
GRUB,GrubHub Inc,Small,Information Technology,Internet Services
IAC,IAC/InterActiveCorp,Mid,Information Technology,Internet Services
JCOM,J2 Global Inc,Small,Information Technology,Internet Services
LNKD,LinkedIn Corp,Mid,Information Technology,Internet Services
LOGM,LogMeIn Inc,Small,Information Technology,Internet Services
MTCH,Match Group Inc,Small,Information Technology,Internet Services
MELI,MercadoLibre Inc,Mid,Information Technology,Internet Services
NEWR,New Relic Inc,Small,Information Technology,Internet Services
EGOV,NIC Inc,Small,Information Technology,Internet Services
P,Pandora Media Inc,Small,Information Technology,Internet Services
RAX,Rackspace Hosting Inc,Small,Information Technology,Internet Services
SHOP,Shopify Inc,Small,Information Technology,Internet Services
SSTK,Shutterstock Inc,Small,Information Technology,Internet Services
SINA,SINA Corp,Small,Information Technology,Internet Services
SOHU,Sohu.Com Inc,Small,Information Technology,Internet Services
STMP,Stamps.com Inc,Small,Information Technology,Internet Services
TWTR,Twitter Inc,Mid,Information Technology,Internet Services
VRSN,Verisign Inc,Mid,Information Technology,Internet Services
WBMD,WebMD Health Corp,Small,Information Technology,Internet Services
YHOO,Yahoo! Inc,Large,Information Technology,Internet Services
YNDX,Yandex NV,Mid,Information Technology,Internet Services
YELP,Yelp Inc,Small,Information Technology,Internet Services
ZG,Zillow Group Inc,Small,Information Technology,Internet Services
ACN,Accenture PLC,Large,Information Technology,IT Services
ACXM,Acxiom Corp,Small,Information Technology,IT Services
ADS,Alliance Data Systems Corp,Mid,Information Technology,IT Services
DOX,Amdocs Ltd,Mid,Information Technology,IT Services
ADP,Automatic Data Processing Inc,Large,Information Technology,IT Services
BKFS,Black Knight Financial Services Inc,Mid,Information Technology,IT Services
HAWK,Blackhawk Network Holdings Inc,Small,Information Technology,IT Services
BAH,Booz Allen Hamilton Holding Corp,Mid,Information Technology,IT Services
BR,Broadridge Financial Solutions Inc,Mid,Information Technology,IT Services
CACI,CACI International Inc,Small,Information Technology,IT Services
CATM,Cardtronics Inc,Small,Information Technology,IT Services
GIB,CGI Group Inc,Mid,Information Technology,IT Services
CTSH,Cognizant Technology Solutions Corp,Large,Information Technology,IT Services
CSC,Computer Sciences Corp,Mid,Information Technology,IT Services
CVG,Convergys Corp,Small,Information Technology,IT Services
CLGX,Corelogic Inc,Small,Information Technology,IT Services
CSGS,CSG Systems International Inc,Small,Information Technology,IT Services
CSRA,CSRA Inc,Mid,Information Technology,IT Services
DST,DST Systems Inc,Mid,Information Technology,IT Services
EPAM,EPAM Systems Inc,Mid,Information Technology,IT Services
EEFT,Euronet Worldwide Inc,Mid,Information Technology,IT Services
EVTC,Evertec Inc,Small,Information Technology,IT Services
EXLS,Exlservice Holdings Inc,Small,Information Technology,IT Services
FIS,Fidelity National Information Services Inc,Large,Information Technology,IT Services
FDC,First Data Corp,Mid,Information Technology,IT Services
FISV,Fiserv Inc,Large,Information Technology,IT Services
FLT,Fleetcor Technologies Inc,Mid,Information Technology,IT Services
IT,Gartner Inc,Mid,Information Technology,IT Services
G,Genpact Ltd,Mid,Information Technology,IT Services
GPN,Global Payments Inc,Mid,Information Technology,IT Services
HPY,Heartland Payment Systems Inc,Mid,Information Technology,IT Services
IBM,International Business Machines Corp,Large,Information Technology,IT Services
INXN,InterXion Holding NV,Small,Information Technology,IT Services
JKHY,Jack Henry & Associates Inc,Mid,Information Technology,IT Services
LDOS,Leidos Holdings Inc,Mid,Information Technology,IT Services
LXFT,Luxoft Holding Inc,Small,Information Technology,IT Services
MANT,ManTech International Corp,Small,Information Technology,IT Services
MA,MasterCard Inc,Large,Information Technology,IT Services
MMS,Maximus Inc,Small,Information Technology,IT Services
NSR,Neustar Inc,Small,Information Technology,IT Services
PAYX,Paychex Inc,Large,Information Technology,IT Services
PYPL,PayPal Holdings Inc,Large,Information Technology,IT Services
SABR,Sabre Corp,Mid,Information Technology,IT Services
SAIC,Science Applications International Corp,Small,Information Technology,IT Services
SQ,Square Inc,Mid,Information Technology,IT Services
SYKE,Sykes Enterprises Inc,Small,Information Technology,IT Services
SYNT,Syntel Inc,Mid,Information Technology,IT Services
TTEC,TeleTech Holdings Inc,Small,Information Technology,IT Services
TDC,Teradata Corp,Small,Information Technology,IT Services
TSS,Total System Services Inc,Mid,Information Technology,IT Services
TVPT,Travelport Worldwide Ltd,Small,Information Technology,IT Services
VNTV,Vantiv Inc,Mid,Information Technology,IT Services
VRTU,Virtusa Corp,Small,Information Technology,IT Services
V,Visa Inc,Large,Information Technology,IT Services
WU,Western Union Co,Mid,Information Technology,IT Services
WEX,WEX Inc,Small,Information Technology,IT Services
XRX,Xerox Corp,Mid,Information Technology,IT Services
AEIS,Advanced Energy Industries Inc,Small,Information Technology,Hardware
AMD,Advanced Micro Devices Inc,Small,Information Technology,Hardware
AMBA,Ambarella Inc,Small,Information Technology,Hardware
AMKR,Amkor Technology Inc,Small,Information Technology,Hardware
ADI,Analog Devices Inc,Large,Information Technology,Hardware
AMAT,Applied Materials Inc,Large,Information Technology,Hardware
ASML,ASML Holding NV,Large,Information Technology,Hardware
ATML,Atmel Corp,Small,Information Technology,Hardware
BESIY,BE Semiconductor Industries NV,Small,Information Technology,Hardware
AVGO,Broadcom Ltd,Large,Information Technology,Hardware
CSIQ,Canadian Solar Inc,Small,Information Technology,Hardware
CAVM,Cavium Inc,Mid,Information Technology,Hardware
CRUS,Cirrus Logic Inc,Small,Information Technology,Hardware
CREE,Cree Inc,Small,Information Technology,Hardware
CY,Cypress Semiconductor Corp,Small,Information Technology,Hardware
ENTG,Entegris Inc,Small,Information Technology,Hardware
FCS,Fairchild Semiconductor International Inc,Small,Information Technology,Hardware
FSLR,First Solar Inc,Mid,Information Technology,Hardware
IPHI,Inphi Corp,Small,Information Technology,Hardware
IDTI,Integrated Device Technology Inc,Small,Information Technology,Hardware
INTC,Intel Corp,Large,Information Technology,Hardware
ISIL,Intersil Corp,Small,Information Technology,Hardware
KLAC,KLA-Tencor Corp,Mid,Information Technology,Hardware
LRCX,Lam Research Corp,Mid,Information Technology,Hardware
LLTC,Linear Technology Corp,Mid,Information Technology,Hardware
MTSI,M/A-COM Technology Solutions Holdings Inc,Small,Information Technology,Hardware
MRVL,Marvell Technology Group Ltd,Mid,Information Technology,Hardware
MXIM,Maxim Integrated Products Inc,Mid,Information Technology,Hardware
MXL,MaxLinear Inc,Small,Information Technology,Hardware
MLNX,Mellanox Technologies Ltd,Small,Information Technology,Hardware
MCHP,Microchip Technology Inc,Mid,Information Technology,Hardware
MU,Micron Technology Inc,Mid,Information Technology,Hardware
MSCC,Microsemi Corp,Mid,Information Technology,Hardware
MKSI,MKS Instruments Inc,Small,Information Technology,Hardware
MPWR,Monolithic Power Systems Inc,Small,Information Technology,Hardware
NVDA,NVIDIA Corp,Large,Information Technology,Hardware
NXPI,NXP Semiconductors NV,Large,Information Technology,Hardware
ON,ON Semiconductor Corp,Mid,Information Technology,Hardware
POWI,Power Integrations Inc,Small,Information Technology,Hardware
QRVO,Qorvo Inc,Mid,Information Technology,Hardware
QCOM,Qualcomm Inc,Large,Information Technology,Hardware
RMBS,Rambus Inc,Small,Information Technology,Hardware
SMTC,Semtech Corp,Small,Information Technology,Hardware
SLAB,Silicon Laboratories Inc,Small,Information Technology,Hardware
SWKS,Skyworks Solutions Inc,Mid,Information Technology,Hardware
STM,STMicroelectronics NV,Mid,Information Technology,Hardware
SPWR,SunPower Corp,Small,Information Technology,Hardware
SYNA,Synaptics Inc,Small,Information Technology,Hardware
TER,Teradyne Inc,Mid,Information Technology,Hardware
TSRA,Tessera Technologies Inc,Small,Information Technology,Hardware
TXN,Texas Instruments Inc,Large,Information Technology,Hardware
XLNX,Xilinx Inc,Mid,Information Technology,Hardware
ACIW,ACI Worldwide Inc,Small,Information Technology,Software
ATVI,Activision Blizzard Inc,Large,Information Technology,Software
ADBE,Adobe Systems Inc,Large,Information Technology,Software
ANSS,ANSYS Inc,Mid,Information Technology,Software
AZPN,Aspen Technology Inc,Small,Information Technology,Software
TEAM,Atlassian Corporation PLC,Mid,Information Technology,Software
ADSK,Autodesk Inc,Mid,Information Technology,Software
AVG,AVG Technologies NV,Small,Information Technology,Software
BLKB,Blackbaud Inc,Small,Information Technology,Software
EPAY,Bottomline Technologies (DE) Inc,Small,Information Technology,Software
BSFT,BroadSoft Inc,Small,Information Technology,Software
CA,CA Inc,Mid,Information Technology,Software
CDNS,Cadence Design Systems Inc,Mid,Information Technology,Software
CDK,CDK Global Inc,Mid,Information Technology,Software
CHKP,Check Point Software Technologies Ltd,Mid,Information Technology,Software
CTXS,Citrix Systems Inc,Mid,Information Technology,Software
CVLT,CommVault Systems Inc,Small,Information Technology,Software
CYBR,Cyberark Software Ltd,Small,Information Technology,Software
DSGX,Descartes Systems Group Inc,Small,Information Technology,Software
EBIX,Ebix Inc,Small,Information Technology,Software
EA,Electronic Arts Inc,Large,Information Technology,Software
ELLI,Ellie Mae Inc,Small,Information Technology,Software
FICO,Fair Isaac Corp,Small,Information Technology,Software
FEYE,FireEye Inc,Small,Information Technology,Software
FLTX,Fleetmatics Group PLC,Small,Information Technology,Software
FTNT,Fortinet Inc,Mid,Information Technology,Software
GIMO,Gigamon Inc,Small,Information Technology,Software
GLOB,Globant SA,Small,Information Technology,Software
GWRE,Guidewire Software Inc,Mid,Information Technology,Software
HUBS,HubSpot Inc,Small,Information Technology,Software
IMPV,Imperva Inc,Small,Information Technology,Software
INTU,Intuit Inc,Large,Information Technology,Software
MANH,Manhattan Associates Inc,Mid,Information Technology,Software
MENT,Mentor Graphics Corp,Small,Information Technology,Software
MSFT,Microsoft Corp,Large,Information Technology,Software
MSTR,MicroStrategy Inc,Small,Information Technology,Software
MBLY,Mobileye NV,Mid,Information Technology,Software
N,NetSuite Inc,Mid,Information Technology,Software
NUAN,Nuance Communications Inc,Mid,Information Technology,Software
OTEX,Open Text Corp,Mid,Information Technology,Software
ORCL,Oracle Corp,Large,Information Technology,Software
PAYC,Paycom Software Inc,Small,Information Technology,Software
PCTY,Paylocity Holding Corp,Small,Information Technology,Software
PEGA,Pegasystems Inc,Small,Information Technology,Software
PRGS,Progress Software Corp,Small,Information Technology,Software
PFPT,Proofpoint Inc,Small,Information Technology,Software
PTC,PTC Inc,Mid,Information Technology,Software
QLIK,Qlik Technologies Inc,Small,Information Technology,Software
RP,RealPage Inc,Small,Information Technology,Software
RHT,Red Hat Inc,Mid,Information Technology,Software
RNG,RingCentral Inc,Small,Information Technology,Software
ROVI,Rovi Corp,Small,Information Technology,Software
CRM,Salesforce.com Inc,Large,Information Technology,Software
NOW,ServiceNow Inc,Mid,Information Technology,Software
SPLK,Splunk Inc,Mid,Information Technology,Software
SSNC,SS&C Technologies Holdings Inc,Mid,Information Technology,Software
SYMC,Symantec Corp,Mid,Information Technology,Software
SNCR,Synchronoss Technologies Inc,Small,Information Technology,Software
SNPS,Synopsys Inc,Mid,Information Technology,Software
DATA,Tableau Software Inc,Small,Information Technology,Software
TTWO,Take-Two Interactive Software Inc,Small,Information Technology,Software
TYL,Tyler Technologies Inc,Mid,Information Technology,Software
ULTI,Ultimate Software Group Inc,Mid,Information Technology,Software
VRNT,Verint Systems Inc,Small,Information Technology,Software
VMW,VMware Inc,Large,Information Technology,Software
WDAY,Workday Inc,Mid,Information Technology,Software
ZEN,Zendesk Inc,Small,Information Technology,Software
ZNGA,Zynga Inc,Small,Information Technology,Software
DDD,3D Systems Corp,Small,Information Technology,Peripherals
AAPL,Apple Inc,Large,Information Technology,Peripherals
BBRY,BlackBerry,Mid,Information Technology,Peripherals
CRAY,Cray Inc,Small,Information Technology,Peripherals
DBD,Diebold Inc,Small,Information Technology,Peripherals
EFII,Electronics for Imaging Inc,Small,Information Technology,Peripherals
EMC,EMC Corp,Large,Information Technology,Peripherals
HPE,Hewlett Packard Enterprise Co,Large,Information Technology,Peripherals
HPQ,HP Inc,Large,Information Technology,Peripherals
LXK,Lexmark International Inc,Small,Information Technology,Peripherals
LOGI,Logitech International SA,Small,Information Technology,Peripherals
NCR,NCR Corp,Mid,Information Technology,Peripherals
